x, y
0, -0.013974629695106058
0.02593920762384362, -0.013430133524821461
0.052772847810339064, -0.013974629695106058
0.08050092055948606, -0.015607983618457957
0.11001793213470809, -0.015063532310674019
0.13774600488385536, -0.013974629695106058
0.16815744902172908, -0.012341230909253584
0.19767446059695112, -0.012885682217037606
0.2307692761235517, -0.012885682217037606
0.2611807202614254, -0.013430133524821461
0.29338102952460277, -0.012885682217037606
0.3264758450512031, -0.01070783212340111
0.35688736288984846, -0.008529982029764682
0.39177111724252395, -0.00526318445805965
0.4239714265057012, -0.0019963868863546036
0.4543828706435749, 0.003448260778986856
0.4892666249962505, 0.011615209845748667
0.5161001914819743, 0.022504505176431586
0.5447229178960877, 0.030671499105694056
0.5787120922845681, 0.035027154430466306
0.6162791443251989, 0.038293952002171255
0.6511628986778744, 0.04700544210171834
0.6806797628515534, 0.06551723519137914
0.7030413139255616, 0.08784027716052889
0.7209302599816825, 0.11016327426717801
0.7379250682782372, 0.13411975988468092
0.7540251492090542, 0.15698729802411518
0.7683363650145681, 0.18257711513371958
0.7835421607842764, 0.2043557057950854
0.8005366742777452, 0.22667874776423522
0.8220036453875588, 0.2490018121646352
0.8425761839347204, 0.26860253030111425
0.8631485750803394, 0.2887476997453772
0.8819321011006546, 0.3088929140521408
0.9016102070851648, 0.3306715061154597
0.9212880182665888, 0.3529945480846094
0.9338105163483419, 0.3715063411742703
0.9454382870643575, 0.3883847354780785
0.963327527923564, 0.39546278192927253
0.9785331762917292, 0.3823956365049531
0.9838999190691826, 0.3660616935089288
0.9901610944092879, 0.34809437415830236
0.9946334046240893, 0.32903810732960725
0.9982111348746963, 0.3078039904072758
