x, y
0.015198489269578364, 106.34988469790039
0.0482501294239458, 107.14019569258214
0.08931399425828312, 107.25309844746278
0.13338255365210852, 107.08375260462455
0.17444656555911162, 107.30955811438584
0.2205181075865965, 107.0272929377015
0.26458681405308737, 107.08375260462455
0.30464911403426204, 107.53536362414712
0.34571297886859936, 108.32566632934612
0.3837722962161145, 109.45469387815253
0.4168237892978163, 110.64015622543377
0.4518782650131778, 112.1078920388821
0.48392834031438253, 113.63206265080527
0.5169796863234186, 115.26915259657454
0.5480280496987953, 116.56752598821917
0.5860873670463101, 117.80944800242348
0.6221432605421687, 119.1078213940681
0.6561963184770331, 120.46264616315304
0.6942556358245482, 121.93038197660137
0.7253039991999247, 123.45455258852454
0.7543490857963102, 125.31743975457236
0.7803897719785391, 127.01097278829923
0.8054287462349397, 128.98675441974495
0.8304675734186745, 130.96254434067342
0.8504988704819278, 133.44639665856477
0.8685268907661897, 135.25282415768953
0.8885581878294426, 137.45441129889656
0.9065863551863705, 139.71245810702663
0.9266175051769575, 141.91404524823363
0.9396377011954067, 144.17209205636368
0.956664156626506, 146.31723196487175
0.9766953066170935, 148.51881910607875
0.993722056193524, 150.83331314690778
1.011196789109563, 152.80562977456935
1.0283609045557232, 154.9875211047928
1.0443857951336595, 157.1891206802239
1.064417092196913, 159.22135368910995
1.0844482421875, 161.47940464198138
1.1124917639307228, 163.4551862734271
1.1485480986445782, 164.6406569101911
1.185605704066265, 165.60032618193517
1.2266695689006022, 166.27773856647764
1.2697368575865964, 167.01160232846044
1.3108007224209335, 167.80191746788356
1.3498614575489458, 168.9309367272072
1.3829128035579819, 169.8906059989513
1.4239769625376506, 171.3583335229169
1.4610345679593373, 172.37445417210125
1.501096867940512, 173.22121654422335
1.542160732774849, 173.78573031862652
1.5842261624623493, 174.463142703169
1.6272931570030116, 174.63249683548997
1.6713620105421685, 174.85829820050986
1.7094211808170179, 174.97120095539051
1.751486610504518, 175.08410371027117
1.7955551698983432, 175.08410371027117
1.8386224585843371, 175.02765233283083
1.8776831937123493, 175.4792633523534
1.9217520472515055, 175.53571058505236
1.9658203125, 175.9873216045749
